,MaritalStatus,NumberOfChildren,NumberOfYoungChildren,Minority,Debts,Income,Education,LegalKnowledge,InvolvedInLegalDispute,ExperienceWithCourtProceedings,CourtProceedingsSatisfaction,ExperienceWithMediation,MediationSatisfaction,ExperienceWithArbitration,ArbitrationSatisfaction,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,BF11,BF12,BF13,BF14,BF15,TK1,TK2,TK3,TK4,TK5,TK6,TK7,TK8,TK9,TK10,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Student status,Employment status,STNumber,Feelings,Speed,Privacy,PublicVindication,NeutralOpinion,MinimizeCosts,MaintainImproveRelationship,CreatePrecedent,MinMaxCompensation,CreativeSolution,ControlOfProcess,ControlOfOutcome,ShiftResponsibility,EnsuringCompliance,TransformationOfTheParties,ImproveUnderstanding,RecognitionApology,Classification,StrengthPosition,Decision
1046,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,1,5,5,4,4,3,4,2,2,5,4,3,3,5,A,A,A,B,A,B,A,B,A,B,24,Male,White,Italy,Italy,Italy,Yes,Other,18,"[""sadness"",""fear"",""stress""]",5,5,1,5,3,5,1,3,5,3,5,5,3,1,5,5,Serious Dispute,Weaker,Mediation
1047,Single,1,4,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,3,1,5,3,2,3,3,4,4,3,5,4,B,B,B,B,A,B,B,B,A,A,43,Male,White,Italy,Italy,Italy,No,DATA_EXPIRED,20,"[""anger"",""frustration"",""confusion"",""stress""]",4,1,5,4,4,2,3,5,1,2,4,3,3,3,2,5,Serious Dispute,Stronger,Adjudication
1048,Single,1,4,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,3,1,5,3,2,3,3,4,4,3,5,4,B,B,B,B,A,B,B,B,A,A,43,Male,White,Italy,Italy,Italy,No,DATA_EXPIRED,11,"[""sadness"",""anger"",""frustration""]",1,3,1,2,4,3,1,3,3,4,4,2,3,2,3,3,Common Dispute,Weaker,Negotiation
1049,Single,1,4,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,3,1,5,3,2,3,3,4,4,3,5,4,B,B,B,B,A,B,B,B,A,A,43,Male,White,Italy,Italy,Italy,No,DATA_EXPIRED,3,"[""anger"",""frustration"",""hate""]",5,1,4,4,1,2,2,3,1,2,2,3,3,3,3,5,Serious Dispute,Stronger,Mediation
1050,Married,0,0,FALSE,No Debts,Average,Bachelor,Degree in law,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,3,3,3,4,5,4,4,4,4,2,3,4,A,B,A,A,B,B,B,A,A,B,30,Female,White,Greece,Greece,Greece,No,Full-Time,19,"[""anger""]",4,5,4,4,3,4,3,4,5,4,4,3,3,3,4,4,Serious Dispute,Stronger,Public Complaint
1051,Married,0,0,FALSE,No Debts,Average,Bachelor,Degree in law,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,3,3,3,4,5,4,4,4,4,2,3,4,A,B,A,A,B,B,B,A,A,B,30,Female,White,Greece,Greece,Greece,No,Full-Time,15,"[""anger""]",5,5,5,4,4,4,3,4,3,3,4,4,4,5,4,4,Common Dispute,Stronger,Mediation
1052,Married,0,0,FALSE,No Debts,Average,Bachelor,Degree in law,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,3,3,3,4,5,4,4,4,4,2,3,4,A,B,A,A,B,B,B,A,A,B,30,Female,White,Greece,Greece,Greece,No,Full-Time,20,"[""anger""]",4,3,4,2,3,3,3,3,2,3,4,4,3,5,4,2,Common Dispute,Weaker,Let go
1053,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,2,5,4,4,2,4,3,5,2,4,4,5,4,4,A,B,B,B,A,B,A,B,A,B,25,Female,White,Serbia,Slovenia,Slovenia,Yes,Part-Time,14,"[""anger"",""frustration"",""stress""]",5,4,1,1,4,4,3,5,2,4,5,2,4,4,4,5,Serious Dispute,Weaker,Mediation
1054,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,2,5,4,4,2,4,3,5,2,4,4,5,4,4,A,B,B,B,A,B,A,B,A,B,25,Female,White,Serbia,Slovenia,Slovenia,Yes,Part-Time,2,"[""stress"",""sadness"",""anger""]",4,2,2,5,5,2,4,5,2,2,5,4,4,5,4,5,Common Dispute,Weaker,Public Complaint
1055,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,2,5,4,4,2,4,3,5,2,4,4,5,4,4,A,B,B,B,A,B,A,B,A,B,25,Female,White,Serbia,Slovenia,Slovenia,Yes,Part-Time,19,"[""anger"",""frustration""]",5,4,1,2,3,2,2,5,1,3,5,2,4,5,4,5,Common Dispute,Weaker,Adjudication
1056,Married,1,0,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,2,4,3,3,3,1,3,4,3,3,3,A,B,A,B,A,B,B,A,A,A,57,Female,White,United Kingdom,United Kingdom,United Kingdom,No,Part-Time,11,"[""frustration"",""confusion"",""anger"",""stress""]",5,5,2,4,4,3,3,3,2,2,4,3,4,4,4,2,Serious Dispute,Stronger,Mediation
1057,Married,1,0,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,2,4,3,3,3,1,3,4,3,3,3,A,B,A,B,A,B,B,A,A,A,57,Female,White,United Kingdom,United Kingdom,United Kingdom,No,Part-Time,19,"[""confusion"",""anger"",""frustration"",""stress"",""fear""]",5,4,3,5,4,2,4,4,3,3,3,4,4,4,4,5,Major Conflict,Weaker,Arbitration
1058,Married,1,0,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,2,4,3,3,3,1,3,4,3,3,3,A,B,A,B,A,B,B,A,A,A,57,Female,White,United Kingdom,United Kingdom,United Kingdom,No,Part-Time,14,"[""frustration"",""sadness"",""stress"",""anger""]",5,4,3,5,4,4,3,5,2,2,3,3,4,4,4,5,Major Conflict,Weaker,Mediation
1059,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,4,4,4,3,4,4,4,2,3,5,4,3,4,A,A,A,B,B,A,A,B,B,A,21,Male,White,Portugal,Portugal,Portugal,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",16,"[""anger"",""frustration"",""stress""]",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,Common Dispute,Stronger,Arbitration
1060,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,4,4,4,3,4,4,4,2,3,5,4,3,4,A,A,A,B,B,A,A,B,B,A,21,Male,White,Portugal,Portugal,Portugal,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",10,"[""anger"",""frustration"",""stress""]",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Serious Dispute,Weaker,Adjudication
1061,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,4,4,4,3,4,4,4,2,3,5,4,3,4,A,A,A,B,B,A,A,B,B,A,21,Male,White,Portugal,Portugal,Portugal,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",19,"[""anger"",""frustration"",""stress""]",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,Serious Dispute,Weaker,Negotiation
1062,Single,0,0,TRUE,Some Debts,Below Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,4,4,2,4,4,3,1,5,5,4,4,4,B,B,A,B,A,B,B,B,A,B,27,Female,Other,Syrian Arab Republic,Hungary,Syrian Arab Republic,No,Due to start a new job within the next month,2,"[""anger"",""sadness""]",5,2,4,4,5,1,3,3,2,4,4,3,5,3,4,2,Common Dispute,Stronger,Arbitration
1063,Single,0,0,TRUE,Some Debts,Below Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,4,4,2,4,4,3,1,5,5,4,4,4,B,B,A,B,A,B,B,B,A,B,27,Female,Other,Syrian Arab Republic,Hungary,Syrian Arab Republic,No,Due to start a new job within the next month,18,"[""anger"",""sadness"",""stress""]",5,2,5,4,5,1,3,5,4,4,4,3,5,3,4,4,Misunderstanding,Stronger,Mediation
1064,Single,0,0,TRUE,Some Debts,Below Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,4,4,2,4,4,3,1,5,5,4,4,4,B,B,A,B,A,B,B,B,A,B,27,Female,Other,Syrian Arab Republic,Hungary,Syrian Arab Republic,No,Due to start a new job within the next month,16,"[""anger"",""sadness"",""frustration"",""hate""]",4,1,5,5,4,1,4,5,2,4,4,4,5,4,3,5,Major Conflict,Stronger,Adjudication
1065,Single,0,0,FALSE,No Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,2,4,4,3,4,5,5,1,4,5,5,2,4,A,B,A,A,A,B,A,B,A,A,26,Female,White,Greece,Greece,Greece,Yes,Unemployed (and job seeking),12,"[""anger"",""sadness"",""fear"",""stress""]",4,4,3,4,5,4,5,5,3,5,5,3,4,4,4,4,Serious Dispute,Weaker,Mediation
1066,Single,0,0,FALSE,No Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,2,4,4,3,4,5,5,1,4,5,5,2,4,A,B,A,A,A,B,A,B,A,A,26,Female,White,Greece,Greece,Greece,Yes,Unemployed (and job seeking),16,"[""anger"",""sadness"",""frustration"",""stress""]",3,3,4,4,5,4,5,5,4,5,5,3,5,4,4,5,Serious Dispute,Weaker,Public Complaint
1067,Single,0,0,FALSE,No Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,2,4,4,3,4,5,5,1,4,5,5,2,4,A,B,A,A,A,B,A,B,A,A,26,Female,White,Greece,Greece,Greece,Yes,Unemployed (and job seeking),20,"[""anger"",""sadness"",""frustration"",""stress""]",5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,Major Conflict,Stronger,Adjudication
1068,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,4,1,1,5,3,5,4,1,5,5,5,4,5,B,B,B,B,A,B,B,A,A,B,23,Female,Black,South Africa,France,South Africa,Yes,Part-Time,11,"[""frustration""]",4,5,5,4,5,4,4,2,5,4,5,4,4,1,4,4,Common Dispute,Weaker,Mediation
1069,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,4,1,1,5,3,5,4,1,5,5,5,4,5,B,B,B,B,A,B,B,A,A,B,23,Female,Black,South Africa,France,South Africa,Yes,Part-Time,3,"[""anger""]",5,5,2,4,1,3,4,5,5,3,5,4,4,4,5,5,Major Conflict,Stronger,Arbitration
1070,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,4,1,1,5,3,5,4,1,5,5,5,4,5,B,B,B,B,A,B,B,A,A,B,23,Female,Black,South Africa,France,South Africa,Yes,Part-Time,13,"[""sadness""]",4,5,5,5,5,5,4,4,5,4,5,4,5,3,5,5,Serious Dispute,Stronger,Mediation
1071,Single,0,0,FALSE,No Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,2,4,3,3,5,5,5,5,1,2,5,5,1,5,B,B,A,B,A,B,B,A,A,B,26,Female,White,Italy,Italy,Italy,No,Unemployed (and job seeking),13,"[""fear"",""frustration"",""stress""]",5,4,2,3,5,3,3,5,5,5,5,2,5,4,5,4,Major Conflict,Weaker,Arbitration
1072,Single,0,0,FALSE,No Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,2,4,3,3,5,5,5,5,1,2,5,5,1,5,B,B,A,B,A,B,B,A,A,B,26,Female,White,Italy,Italy,Italy,No,Unemployed (and job seeking),3,"[""frustration""]",5,5,2,2,5,5,2,4,4,5,5,2,3,4,5,5,Common Dispute,Stronger,Negotiation
1073,Single,0,0,FALSE,No Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,2,4,3,3,5,5,5,5,1,2,5,5,1,5,B,B,A,B,A,B,B,A,A,B,26,Female,White,Italy,Italy,Italy,No,Unemployed (and job seeking),20,"[""anger"",""hate""]",5,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,Major Conflict,Weaker,Adjudication
1074,Married,0,0,FALSE,Some Debts,Below Average,Bachelor,No Knowledge,TRUE,TRUE,3,FALSE,0,FALSE,0,5,5,3,2,2,4,3,4,4,1,3,5,4,4,3,A,B,A,B,A,B,A,A,A,B,30,Male,White,Greece,Greece,Greece,No,Part-Time,18,"[""anger"",""frustration"",""sadness"",""hate"",""stress""]",4,1,5,1,3,1,5,5,1,3,4,1,4,1,1,1,Major Conflict,Stronger,Adjudication
1075,Married,0,0,FALSE,Some Debts,Below Average,Bachelor,No Knowledge,TRUE,TRUE,3,FALSE,0,FALSE,0,5,5,3,2,2,4,3,4,4,1,3,5,4,4,3,A,B,A,B,A,B,A,A,A,B,30,Male,White,Greece,Greece,Greece,No,Part-Time,19,"[""anger"",""sadness"",""frustration"",""hate"",""stress"",""confusion""]",1,1,1,1,5,1,1,5,1,3,3,1,1,1,1,1,Common Dispute,Weaker,Public Complaint
1076,Married,0,0,FALSE,Some Debts,Below Average,Bachelor,No Knowledge,TRUE,TRUE,3,FALSE,0,FALSE,0,5,5,3,2,2,4,3,4,4,1,3,5,4,4,3,A,B,A,B,A,B,A,A,A,B,30,Male,White,Greece,Greece,Greece,No,Part-Time,13,"[""anger"",""sadness"",""frustration"",""fear"",""confusion"",""stress"",""hate""]",5,1,1,1,3,1,1,5,4,3,3,4,4,1,3,1,Major Conflict,Weaker,Mediation
1077,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,3,2,2,4,3,5,2,1,4,3,4,5,4,A,B,B,B,A,B,B,A,A,B,31,Male,White,France,France,France,No,Unemployed (and job seeking),17,"[""sadness""]",2,1,1,2,5,4,1,3,1,1,3,3,2,2,2,2,Misunderstanding,Stronger,Mediation
1078,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,3,2,2,4,3,5,2,1,4,3,4,5,4,A,B,B,B,A,B,B,A,A,B,31,Male,White,France,France,France,No,Unemployed (and job seeking),19,"[""frustration""]",2,2,1,2,2,1,2,5,1,3,3,3,4,3,2,3,Serious Dispute,Stronger,Mediation
1079,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,3,2,2,4,3,5,2,1,4,3,4,5,4,A,B,B,B,A,B,B,A,A,B,31,Male,White,France,France,France,No,Unemployed (and job seeking),2,"[""sadness"",""stress""]",2,1,2,3,1,1,1,5,1,1,1,3,2,1,3,2,Serious Dispute,Weaker,Adjudication
1080,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,2,3,4,3,3,4,2,4,5,4,3,4,A,B,A,B,A,A,B,A,A,B,27,Male,White,Portugal,Portugal,Portugal,No,Full-Time,16,"[""anger"",""hate""]",4,4,4,3,3,2,3,4,2,3,4,3,3,2,4,3,Serious Dispute,Weaker,Adjudication
1081,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,2,3,4,3,3,4,2,4,5,4,3,4,A,B,A,B,A,A,B,A,A,B,27,Male,White,Portugal,Portugal,Portugal,No,Full-Time,18,"[""frustration"",""curiosity""]",3,4,5,5,4,4,3,4,4,5,4,3,5,4,4,3,Misunderstanding,Stronger,Negotiation
1082,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,2,3,4,3,3,4,2,4,5,4,3,4,A,B,A,B,A,A,B,A,A,B,27,Male,White,Portugal,Portugal,Portugal,No,Full-Time,17,"[""frustration"",""anger""]",5,3,4,4,3,2,4,3,3,5,5,4,4,4,5,2,Common Dispute,Weaker,Public Complaint
1083,Single,1,2,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,4,4,5,5,4,3,4,5,4,3,5,A,A,B,A,A,A,A,A,A,A,34,Female,White,Greece,Greece,Greece,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6,"[""sadness"",""anger"",""fear"",""hate"",""stress""]",5,4,5,4,3,3,4,4,3,3,4,3,4,3,5,4,Serious Dispute,Weaker,Adjudication
1084,Single,1,2,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,4,4,5,5,4,3,4,5,4,3,5,A,A,B,A,A,A,A,A,A,A,34,Female,White,Greece,Greece,Greece,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",12,"[""sadness"",""anger"",""fear"",""hate""]",3,2,5,4,5,3,4,4,3,4,4,4,5,4,5,3,Serious Dispute,Weaker,Mediation
1085,Single,1,2,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,4,4,5,5,4,3,4,5,4,3,5,A,A,B,A,A,A,A,A,A,A,34,Female,White,Greece,Greece,Greece,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",10,"[""anger"",""sadness"",""hate"",""stress""]",4,2,5,3,3,1,4,5,2,5,5,3,2,4,5,1,Major Conflict,Weaker,Adjudication
1086,Single,0,0,FALSE,No Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,2,1,1,5,5,4,5,1,3,5,5,1,5,B,A,A,B,A,B,A,B,A,A,25,Male,White,Portugal,Portugal,Portugal,Yes,Other,10,"[""hate""]",4,2,3,5,5,1,1,4,1,5,5,2,4,3,3,3,Serious Dispute,Stronger,Public Complaint
1087,Single,0,0,FALSE,No Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,2,1,1,5,5,4,5,1,3,5,5,1,5,B,A,A,B,A,B,A,B,A,A,25,Male,White,Portugal,Portugal,Portugal,Yes,Other,3,"[""anger"",""confusion""]",5,5,1,1,4,3,5,3,3,4,5,4,5,1,1,5,Major Conflict,Stronger,Arbitration
1088,Single,0,0,FALSE,No Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,2,1,1,5,5,4,5,1,3,5,5,1,5,B,A,A,B,A,B,A,B,A,A,25,Male,White,Portugal,Portugal,Portugal,Yes,Other,15,"[""sadness"",""fear"",""stress""]",5,3,2,1,5,4,1,1,1,3,3,1,5,2,1,5,Misunderstanding,Stronger,Negotiation
1089,Single,0,0,FALSE,No Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,2,4,5,3,4,4,3,4,5,4,4,4,A,B,B,B,A,B,B,B,A,B,35,Male,White,Portugal,Portugal,Portugal,No,Unemployed (and job seeking),6,"[""frustration"",""anger""]",3,4,2,4,3,2,5,3,2,2,1,4,4,4,4,4,Serious Dispute,Stronger,Mediation
1090,Single,0,0,FALSE,No Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,2,4,5,3,4,4,3,4,5,4,4,4,A,B,B,B,A,B,B,B,A,B,35,Male,White,Portugal,Portugal,Portugal,No,Unemployed (and job seeking),11,"[""anger"",""frustration"",""sadness""]",2,2,3,2,4,3,4,2,2,3,4,4,4,3,4,5,Major Conflict,Stronger,Adjudication
1091,Single,0,0,FALSE,No Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,2,4,5,3,4,4,3,4,5,4,4,4,A,B,B,B,A,B,B,B,A,B,35,Male,White,Portugal,Portugal,Portugal,No,Unemployed (and job seeking),20,"[""anger"",""frustration""]",2,1,5,4,3,1,5,5,4,3,4,4,4,3,3,5,Major Conflict,Stronger,Negotiation
1092,Single,0,0,TRUE,No Debts,Above Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,4,4,5,4,3,3,2,1,3,5,4,4,A,A,A,B,A,B,B,A,A,A,28,Female,White,Italy,Italy,Italy,No,Full-Time,14,"[""frustration""]",4,4,5,5,5,2,2,5,2,4,4,5,5,4,4,2,Common Dispute,Stronger,Negotiation
1093,Single,0,0,TRUE,No Debts,Above Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,4,4,5,4,3,3,2,1,3,5,4,4,A,A,A,B,A,B,B,A,A,A,28,Female,White,Italy,Italy,Italy,No,Full-Time,2,"[""sadness""]",1,1,1,5,5,1,1,5,1,4,2,5,5,1,4,2,Serious Dispute,Weaker,Mediation
1094,Single,0,0,TRUE,No Debts,Above Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,4,4,5,4,3,3,2,1,3,5,4,4,A,A,A,B,A,B,B,A,A,A,28,Female,White,Italy,Italy,Italy,No,Full-Time,15,"[""frustration"",""fear""]",4,1,1,2,5,5,2,3,3,4,4,3,3,5,5,5,Misunderstanding,Stronger,Let go
1095,Married,0,0,FALSE,No Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,1,1,1,2,1,3,3,4,4,A,A,A,B,B,B,B,B,B,A,26,Female,White,Italy,Italy,Italy,No,Part-Time,3,"[""anger"",""hate"",""sadness"",""stress""]",4,4,3,4,4,3,3,2,2,3,5,3,3,2,4,4,Serious Dispute,Weaker,Arbitration
1096,Married,0,0,FALSE,No Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,1,1,1,2,1,3,3,4,4,A,A,A,B,B,B,B,B,B,A,26,Female,White,Italy,Italy,Italy,No,Part-Time,17,"[""anger"",""hate"",""frustration""]",4,3,3,4,4,3,2,3,3,4,5,3,4,3,4,4,Serious Dispute,Weaker,Arbitration
1097,Married,0,0,FALSE,No Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,1,1,1,2,1,3,3,4,4,A,A,A,B,B,B,B,B,B,A,26,Female,White,Italy,Italy,Italy,No,Part-Time,19,"[""anger"",""hate"",""stress""]",4,4,3,4,4,2,3,2,2,4,4,4,4,3,4,4,Major Conflict,Weaker,Adjudication
1098,Single,0,0,FALSE,No Debts,Above Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,5,1,2,4,3,2,3,3,4,4,3,4,4,A,B,B,B,A,B,A,A,A,B,22,Male,White,Portugal,Portugal,Portugal,DATA_EXPIRED,DATA_EXPIRED,3,"[""anger"",""frustration"",""stress""]",5,4,4,3,5,4,5,4,3,3,4,3,4,4,4,4,Major Conflict,Stronger,Arbitration
1099,Single,0,0,FALSE,No Debts,Above Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,5,1,2,4,3,2,3,3,4,4,3,4,4,A,B,B,B,A,B,A,A,A,B,22,Male,White,Portugal,Portugal,Portugal,DATA_EXPIRED,DATA_EXPIRED,18,"[""frustration"",""anger"",""confusion"",""stress"",""hate""]",5,5,5,4,5,2,4,5,1,4,5,4,4,3,5,5,Major Conflict,Stronger,Mediation
1100,Single,0,0,FALSE,No Debts,Above Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,5,1,2,4,3,2,3,3,4,4,3,4,4,A,B,B,B,A,B,A,A,A,B,22,Male,White,Portugal,Portugal,Portugal,DATA_EXPIRED,DATA_EXPIRED,15,"[""anger"",""sadness"",""frustration"",""fear"",""hate"",""stress""]",5,5,3,2,5,5,5,4,1,4,5,1,1,3,4,5,Serious Dispute,Stronger,Negotiation
1101,Single,0,0,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,1,1,3,2,4,3,4,3,3,2,4,2,A,B,A,B,A,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,Yes,Other,10,"[""frustration"",""anger"",""hate"",""stress""]",4,4,3,3,4,1,4,5,3,4,4,2,4,5,3,4,Serious Dispute,Stronger,Adjudication
1102,Single,0,0,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,1,1,3,2,4,3,4,3,3,2,4,2,A,B,A,B,A,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,Yes,Other,15,"[""frustration"",""fear"",""stress""]",5,5,1,3,5,4,4,3,3,3,4,3,4,4,4,4,Misunderstanding,Stronger,Public Complaint
1103,Single,0,0,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,1,1,3,2,4,3,4,3,3,2,4,2,A,B,A,B,A,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,Yes,Other,13,"[""sadness"",""frustration"",""fear"",""stress"",""confusion"",""anger""]",5,5,1,3,5,3,3,3,3,5,5,3,4,4,3,3,Common Dispute,Weaker,Mediation
1104,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,4,2,4,4,5,2,4,4,4,3,4,A,B,B,B,A,B,A,B,A,B,24,Female,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),10,"[""anger"",""fear"",""frustration"",""sadness"",""stress""]",5,4,5,3,3,2,5,2,2,4,5,3,4,4,4,5,Serious Dispute,Weaker,Public Complaint
1105,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,4,2,4,4,5,2,4,4,4,3,4,A,B,B,B,A,B,A,B,A,B,24,Female,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),18,"[""confusion"",""frustration"",""sadness"",""anger"",""stress""]",5,4,4,3,4,4,4,3,4,4,4,2,3,4,4,5,Serious Dispute,Weaker,Negotiation
1106,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,4,2,4,4,5,2,4,4,4,3,4,A,B,B,B,A,B,A,B,A,B,24,Female,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),11,"[""sadness"",""frustration"",""fear"",""confusion""]",5,2,4,4,4,5,4,2,3,4,4,4,3,5,5,5,Misunderstanding,Weaker,Mediation
