,Year,Model,Condition,Price,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2086,2022,Passport EX-L,New,42987,4.8,radiant red metallic ii,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer
2087,2022,Ridgeline RTL-E,New,45498,4.7,gray,black,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12,5.0,4.9,4.9,4.3,4.7,5.0,WA,Dealer
2088,2022,HR-V EX,New,27795,4.9,crystal black pearl,black,AWD,26–31,Gasoline,cvt,1.8L I4 16V MPFI SOHC,9,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer
2089,2022,HR-V EX,New,26295,4.9,modern steel metallic,black,FWD,28–34,Gasoline,cvt,1.8L I4 16V MPFI SOHC,9,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer
2090,2005,Civic LX,Used,4000,4.4,nighthawk black pearl,black,FWD,29–38,Gasoline,4-speed automatic,1.7L I4 16V MPFI SOHC,193952,4.1,4.2,4.2,4.6,4.2,4.8,ND,Dealer
2091,2016,Odyssey SE,Used,25998,4.7,burgundy,beige,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,67153,4.8,4.6,4.7,4.6,4.7,4.8,TX,Dealer
2092,2021,Pilot Touring 8-Passenger,Honda Certified,37875,4.7,steel,crystal black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,41649,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer
2093,2016,CR-V EX-L,Used,20699,3.7,alabaster silver metallic,gray,FWD,26–33,Gasoline,variable,Regular Unleaded I-4 2.4 L/144,89098,4.6,4.5,4.6,4.6,4.7,4.7,AR,Dealer
2094,2023,Ridgeline RTL,New,41075,5.0,crystal black pearl,black,AWD,22–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer
2095,2003,Element EX,Used,5900,4.5,eternal blue pearl,gray / blue,4WD,21–24,Gasoline,automatic,2.4L DOHC MPFI i-VTEC 16-valve I4 engine,202726,4.5,4.5,4.3,4.7,4.5,4.8,IA,Dealer
2096,2009,Fit,Used,10999,4.7,milano red,gray,FWD,28–35,Gasoline,5-speed automatic,1.5L I4 16V MPFI SOHC,42125,4.0,4.4,4.1,4.6,4.4,4.7,MN,Dealer
2097,2021,HR-V EX,Used,24993,4.7,modern steel metallic,black,AWD,26–31,Gasoline,cvt,1.8L I4 16V MPFI SOHC,38252,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2098,2018,Pilot EX-L,Used,25993,4.5,white diamond pearl,black,AWD,18–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,86498,4.7,4.6,4.7,4.5,4.6,4.7,MN,Dealer
2099,2015,Accord EX,Used,19839,3.9,modern steel metallic,black,FWD,26–35,Gasoline,cvt,2.4L I4 16V GDI DOHC,39524,4.7,4.6,4.7,4.7,4.7,4.8,MN,Dealer
2100,2022,Pilot EX-L,New,42105,3.4,crystal black pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
2101,2023,Pilot EX-L 8-Passenger,New,45740,3.4,platinum white pearl,gray,AWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,2,5.0,4.9,5.0,4.6,4.6,4.7,IA,Dealer
2102,2020,Accord Hybrid Touring,Used,33699,4.7,basque red pearl ii,crystal black,FWD,47–48,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,28845,4.7,4.8,4.5,4.6,4.7,4.8,LA,Dealer
2103,2022,Pilot Elite,Used,43799,5.0,gray,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4855,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2104,2022,Pilot Special Edition,New,42461,4.0,sonic gray pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
2105,2012,Accord SE,Used,6998,4.5,black,black,FWD,23–34,Gasoline,5-speed automatic,4 Cylinder Engine,198000,4.4,4.4,4.5,4.6,4.5,4.7,MS,Dealer
2106,2022,Pilot EX-L,New,44000,5.0,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2107,2019,Ridgeline Black Edition,Used,36992,5.0,crystal black pearl,black,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,46650,4.9,4.8,4.8,4.6,4.7,4.9,IL,Dealer
2108,2022,Accord Hybrid Sport,New,31808,5.0,sonic gray pearl,black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,5,4.9,5.0,5.0,4.9,4.9,5.0,LA,Dealer
2109,2017,Civic Sport,Used,14951,4.8,modern steel metallic,black,FWD,30–36,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,144945,4.7,4.7,4.8,4.8,4.8,4.8,IL,Dealer
2110,2022,Passport EX-L,Used,36295,4.7,platinum white pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9508,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
2111,2023,HR-V Sport,New,28645,4.8,crystal black pearl,black,AWD,22–31,Gasoline,cvt,2.0L I4 16V GDI DOHC,1,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer
2112,2023,CR-V Hybrid Sport Touring,New,40240,4.8,platinum,black,AWD,22–31,Hybrid,cvt,2.0L I4 16V GDI DOHC Hybrid,2,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer
2113,2023,Civic Sport,New,25245,1.6,meteorite gray metallic,black,FWD,22–31,Gasoline,cvt,2.0L I4 16V GDI DOHC,7,5.0,4.7,4.7,4.2,4.4,5.0,IL,Dealer
2114,2023,CR-V EX,New,34800,3.3,still night pearl,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,4,5.0,5.0,5.0,4.0,4.0,5.0,TN,Dealer
2115,2020,Accord LX 1.5T,Used,24469,4.7,platinum white pearl,ivory,FWD,30–38,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,22334,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2116,2022,Pilot Sport,New,41355,2.1,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2117,2022,Pilot Touring 7-Passenger,New,46465,2.1,alabaster silver metallic,gray,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,113,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2118,2022,Pilot Special Edition,New,44205,2.1,alabaster silver metallic,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2119,2022,Passport TrailSport,Used,39887,5.0,radiant red metallic ii,black,AWD,19–24,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,6585,5.0,5.0,4.9,5.0,4.9,5.0,IN,Dealer
2120,2023,CR-V EX,New,32888,4.5,basque red pearl ii,crystal black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,3,5.0,5.0,5.0,4.0,4.0,5.0,KY,Dealer
2121,2014,Ridgeline SE,Used,18995,4.3,basque red pearl ii,black,4WD,15–21,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,113709,4.8,4.5,4.6,4.6,4.6,4.8,KY,Dealer
2122,2005,Accord LX,Used,3999,4.5,desert mist metallic,gray,FWD,24–31,Gasoline,5-speed automatic,4 Cylinder Engine,192210,4.4,4.4,4.5,4.6,4.4,4.7,OH,Dealer
2123,2015,Civic Hybrid Base,Used,12990,4.9,crystal black pearl,gry clth,FWD,44–47,Hybrid,cvt,4 Cylinder Engine,116388,4.8,4.8,5.0,5.0,5.0,5.0,AL,Dealer
2124,2021,Passport EX-L,Used,31450,5.0,gray,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,40413,4.9,4.7,4.8,4.6,4.8,4.8,KY,Dealer
2125,2022,Passport Elite,Used,41900,3.8,radiant red metallic ii,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6508,5.0,5.0,4.9,5.0,4.9,5.0,OH,Dealer
2126,2021,Passport Elite,Used,41998,4.8,gray,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,16535,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2127,2020,Passport Touring,Used,33000,4.7,modern steel metallic,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,20363,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2128,2001,Prelude,Used,12995,4.6,silver,black,FWD,21–26,Gasoline,4-speed automatic,2.2L I4 16V MPFI DOHC,68547,4.3,4.2,4.6,4.7,4.8,4.8,NC,Dealer
2129,2019,Odyssey EX-L w/Navigation/RES,Used,28873,4.8,lunar silver metallic,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,61021,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2130,2022,Accord Hybrid Sport,New,32560,4.6,platinum white pearl,black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,3,4.9,5.0,5.0,4.9,4.9,5.0,FL,Dealer
2131,2020,Odyssey Elite,Used,39399,5.0,crystal black pearl,mocha,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,25482,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2132,2018,Clarity Plug-In Hybrid Touring,Used,23495,4.5,platinum white pearl,beige,FWD,22–31,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,45515,4.8,4.7,4.6,4.6,4.4,4.7,NY,Dealer
2133,2021,Civic Type R Touring,Used,41209,3.0,white,red / black,FWD,22–28,Gasoline,6-speed manual,2.0L I4 16V GDI DOHC Turbo,33846,5.0,4.8,5.0,4.8,4.8,5.0,NY,Dealer
2134,2015,Civic EX-L,Used,8500,4.9,white,red / black,FWD,29–38,Gasoline,cvt,1.8L I4 16V MPFI SOHC,194591,4.6,4.6,4.6,4.7,4.6,4.8,MD,Dealer
2135,2006,S2000 Base (M6),Used,31999,4.6,suzuka blue metallic,crystal black,RWD,20–26,Gasoline,6-speed manual,2.2L I4 16V MPFI DOHC,49519,4.0,4.5,4.7,4.6,4.8,4.8,PA,Dealer
2136,2020,Odyssey EX-L w/Navigation/RES,Used,32000,4.0,black,mocha,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,67367,4.8,4.8,4.7,4.6,4.7,4.7,MD,Dealer
2137,2023,Odyssey Sport,New,40323,4.4,radiant red,black,FWD,22–31,Gasoline,10-speed automatic with overdrive,3.5L V6 24V GDI SOHC,3,5.0,5.0,4.0,4.0,4.0,5.0,NY,Dealer
2138,2021,Civic Sport,Used,26829,5.0,gray,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,11401,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2139,2022,Pilot TrailSport,New,46500,5.0,platinum white pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,MD,Dealer
2140,2023,CR-V EX,New,34250,5.0,platinum white pearl,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,16,5.0,5.0,5.0,4.0,4.0,5.0,FL,Dealer
2141,2023,Civic Si Base,New,30050,4.8,sonic gray pearl,red / black,FWD,22–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,12,4.5,5.0,4.7,4.3,4.8,4.7,FL,Dealer
2142,2023,Ridgeline RTL,New,43580,4.8,radiant red metallic ii,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,5,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer
2143,2023,HR-V Sport,New,29040,4.4,platinum white pearl,black,AWD,22–31,Gasoline,cvt,2.0L I4 16V GDI DOHC,3,4.0,5.0,4.0,5.0,5.0,5.0,PA,Dealer
2144,2020,Pilot EX-L,Used,32995,4.2,white,crystal black,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,55486,4.6,4.5,4.2,4.1,4.5,4.1,AK,Dealer
2145,2023,Ridgeline RTL-E,New,48005,4.6,platinum white pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,6,5.0,4.8,4.8,4.2,5.0,5.0,NJ,Dealer
2146,2012,Odyssey EX-L,Used,13481,5.0,taffeta white,crystal black,FWD,18–27,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,93807,4.7,4.6,4.6,4.4,4.5,4.7,NJ,Dealer
2147,2018,Civic LX,Used,18999,4.5,modern steel metallic,black,FWD,28–40,Gasoline,6-speed manual,2.0L I4 16V MPFI DOHC,51561,4.7,4.7,4.8,4.8,4.9,4.8,CT,Dealer
2148,2023,Passport TrailSport,New,44395,4.3,lunar silver,black,AWD,22–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,0,5.0,3.9,4.3,4.4,4.7,5.0,ME,Dealer
2149,2020,Odyssey EX-L,Honda Certified,34888,4.7,black,crystal black,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,34237,4.8,4.8,4.7,4.6,4.7,4.7,CA,Dealer
2150,2023,CR-V EX-L,New,35400,4.9,platinum white pearl,gray,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,4,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer
2151,2012,CR-V EX,Used,10917,4.5,silver,beige,FWD,23–31,Gasoline,5-speed automatic,4 Cylinder Engine,143674,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
2152,2012,Odyssey LX,Used,15990,4.0,white,tan,FWD,18–27,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,100000,4.7,4.6,4.6,4.4,4.5,4.7,IL,Dealer
2153,2022,Accord Hybrid Sport,New,32560,4.4,crystal black pearl,black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,3,4.9,5.0,5.0,4.9,4.9,5.0,CA,Dealer
2154,2022,Passport EX-L,New,42123,4.9,crystal black pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,4.9,5.0,4.9,5.0,NV,Dealer
2155,2022,Passport EX-L,New,43665,4.9,obsidian blue pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4,5.0,5.0,4.9,5.0,4.9,5.0,NV,Dealer
2156,2015,Civic Si,Used,20995,4.7,alabaster silver metallic,red / black,FWD,22–31,Gasoline,6-speed manual,2.4L I4 16V MPFI DOHC,81868,4.6,4.6,4.6,4.7,4.6,4.8,AZ,Dealer
2157,2017,Ridgeline Sport,Used,23987,4.4,black,black,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,85259,4.8,4.7,4.7,4.4,4.7,4.7,OR,Dealer
2158,2020,Accord LX 1.5T,Used,22998,4.8,pearl white,gray,FWD,30–38,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,91410,4.8,4.8,4.8,4.8,4.9,4.9,CO,Dealer
2159,2010,Insight EX,Used,11995,4.6,gray,gray,FWD,40–43,Hybrid,cvt,1.3L I4 8V MPFI SOHC Hybrid,83602,4.1,4.3,4.1,4.5,4.5,4.7,CO,Dealer
2160,2022,HR-V Sport,New,26940,4.2,platinum white pearl,black,AWD,26–31,Gasoline,cvt,1.8L I4 16V MPFI SOHC,3000,3.8,3.2,3.6,3.6,4.2,4.2,CO,Dealer
2161,2023,CR-V EX-L,New,36900,4.5,still night pearl,crystal black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,6,5.0,5.0,5.0,4.0,4.0,5.0,WA,Dealer
2162,2020,Civic LX,Used,21950,4.3,white,crystal black,FWD,30–38,Gasoline,cvt,2.0L I4 16V MPFI DOHC,45006,4.8,4.8,4.9,4.8,4.9,4.9,TX,Dealer
2163,2021,Civic Type R Touring,Used,41200,4.3,boost blue pearl,red / black,FWD,22–28,Gasoline,6-speed manual,2.0L I4 16V GDI DOHC Turbo,9945,5.0,4.8,5.0,4.8,4.8,5.0,TX,Dealer
2164,2023,CR-V EX-L,New,36505,4.7,lunar silver metallic,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,2,5.0,5.0,5.0,4.0,4.0,5.0,KS,Dealer
2165,2017,Accord EX,Used,20995,4.6,black,crystal black,FWD,23–32,Gasoline,6-speed manual,2.4L I4 16V GDI DOHC,46731,4.8,4.8,4.8,4.8,4.8,4.9,SD,Dealer
2166,2007,Odyssey EX,Used,9999,4.0,silver,gray,FWD,18–25,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,100078,4.6,4.6,4.3,4.3,4.3,4.4,KS,Dealer
2167,2017,Civic Si,Used,21888,4.4,aegean blue metallic,gray,FWD,28–38,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,58740,4.7,4.7,4.8,4.8,4.8,4.8,OK,Dealer
2168,2023,CR-V EX-L,New,36010,5.0,platinum white pearl,gray,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,4,5.0,5.0,5.0,4.0,4.0,5.0,TX,Dealer
2169,2023,CR-V EX-L,New,35551,4.9,canyon,black,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,12,5.0,5.0,5.0,4.0,4.0,5.0,TX,Dealer
2170,2023,Passport Elite,New,44712,4.8,platinum white pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,10,4.7,5.0,4.4,5.0,5.0,4.8,TX,Dealer
2171,2022,Passport Elite,New,47225,5.0,obsidian blue pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9,5.0,5.0,4.9,5.0,4.9,5.0,NE,Dealer
2172,2022,Accord Sport 1.5T,Honda Certified,35777,5.0,platinum white pearl,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,2439,5.0,5.0,5.0,5.0,5.0,5.0,NE,Dealer
2173,2019,Ridgeline RTL-T,Used,26000,4.0,white diamond pearl,beige,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,89375,4.9,4.8,4.8,4.6,4.7,4.9,KS,Dealer
2174,2022,Pilot Sport,New,41770,4.0,platinum white,crystal black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer
2175,2023,Pilot Touring,New,50240,4.0,platinum white pearl,black,AWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,2,4.8,4.2,4.6,4.3,4.4,4.9,MO,Dealer
2176,2019,CR-V LX,Used,22950,2.6,black,black,AWD,25–31,Gasoline,cvt,2.4L I4 16V GDI DOHC,77861,4.8,4.8,4.7,4.7,4.8,4.8,AR,Dealer
2177,2003,S2000 Base (M6),Used,23836,4.5,basque red pearl ii,crystal black,RWD,20–26,Gasoline,6-speed manual,2.0L I4 16V MPFI DOHC,63835,4.2,4.6,4.8,4.9,4.9,4.9,MO,Dealer
2178,2021,Ridgeline Sport,Used,34950,5.0,crystal black pearl,black,AWD,18–24,Gasoline,6-speed automatic,V6 Cylinder Engine,16844,4.9,4.7,4.7,4.5,4.9,4.6,MO,Dealer
2179,2023,Ridgeline RTL,New,43470,4.8,sonic gray pearl,black,AWD,22–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,4.8,4.8,4.2,5.0,5.0,IA,Dealer
2180,2022,Ridgeline RTL-E,Used,40998,3.8,pewter,black,AWD,18–24,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,10292,5.0,4.9,4.9,4.3,4.7,5.0,MN,Dealer
2181,2008,CR-V EX-L,Used,8599,4.0,tan,crystal black,4WD,20–26,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,152231,4.4,4.4,4.3,4.6,4.4,4.8,IA,Dealer
2182,2022,Passport EX-L,New,43665,4.5,obsidian blue pearl,gray,AWD,19–24,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,0,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
2183,2015,Accord EX-L,Used,20777,4.3,crystal black pearl,black,FWD,27–36,Gasoline,cvt,2.4L I4 16V GDI DOHC,71230,4.7,4.6,4.7,4.7,4.7,4.8,IL,Dealer
2184,2022,Civic Sport Touring,New,31145,3.9,lunar silver metallic,nh-830m/black,FWD,30–37,Gasoline,variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,0,4.6,4.9,4.4,4.6,4.6,4.7,WI,Dealer
2185,2020,Passport EX-L,Used,30577,4.2,deep scarlet pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,26015,4.9,4.8,4.8,4.6,4.8,4.8,IN,Dealer
2186,2022,Pilot Sport,New,41375,5.0,crystal black pearl,crystal black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2187,2022,Accord Sport 2.0T,New,35150,3.1,still night pearl,black,FWD,22–32,Gasoline,10-speed automatic,2.0L I4 16V GDI DOHC Turbo,6,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
2188,2022,Accord Sport 1.5T,Used,29795,4.0,silver metallic,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,10010,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2189,2023,CR-V EX-L,New,36010,5.0,platinum white pearl,black,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,2,5.0,5.0,5.0,4.0,4.0,5.0,TN,Dealer
2190,2023,CR-V Hybrid Sport Touring,New,39845,4.9,silver,black,AWD,22–31,Hybrid,1-speed cvt with overdrive,2.0L I4 16V GDI DOHC Hybrid,6,5.0,3.0,4.0,4.0,5.0,5.0,IN,Dealer
2191,2022,Pilot Touring 7-Passenger,New,48860,4.8,gray,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
2192,2023,Odyssey Sport,New,43161,4.8,sonic gray pearl,black,FWD,19–28,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,1,5.0,5.0,4.0,4.0,4.0,5.0,FL,Dealer
2193,2023,Pilot Touring,New,50350,5.0,gray,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,0,4.8,4.3,3.8,4.6,5.0,5.0,IN,Dealer
2194,2019,Odyssey EX-L,Used,27991,4.6,deep scarlet pearl,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,75489,4.8,4.6,4.5,4.3,4.7,4.5,KY,Dealer
2195,2019,Odyssey EX-L,Used,25700,4.4,modern steel metallic,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,89473,4.8,4.6,4.5,4.3,4.7,4.5,OH,Dealer
2196,2023,CR-V EX,New,34405,4.7,lunar silver metallic,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,6,5.0,5.0,5.0,4.0,4.0,5.0,KY,Dealer
2197,2023,Pilot Touring,New,48250,4.8,sonic gray pearl,crystal black,FWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,5,4.5,4.5,4.6,4.3,5.0,4.9,GA,Dealer
2198,2021,Passport Elite,Honda Certified,39804,4.7,platinum white pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,14536,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2199,2021,Civic Sport,Used,22477,4.8,black,black,FWD,29–37,Gasoline,cvt,2.0L I4 16V MPFI DOHC,45713,4.6,4.7,4.7,4.6,4.8,4.6,GA,Dealer
2200,2020,Odyssey Touring,Used,36750,4.7,crystal black pearl,crystal black,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,61672,4.8,4.8,4.7,4.6,4.7,4.7,OH,Dealer
2201,2020,Accord Sport 1.5T,Used,24000,4.4,lunar silver metallic,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,29628,4.8,4.8,4.8,4.8,4.9,4.9,MI,Dealer
2202,2015,Civic Si,Used,19997,4.7,black,red,FWD,22–31,Gasoline,6-speed manual,2.4L I4 16V MPFI DOHC,51692,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2203,2022,Civic EX,Used,27119,5.0,basque red pearl ii,crystal black,FWD,33–42,Gasoline,cvt,4 Cylinder Engine,6973,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
2204,2023,Odyssey Elite,New,51310,4.8,platinum,beige,FWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,4.0,4.0,4.0,5.0,NC,Dealer
2205,2022,Accord Hybrid Sport,New,32560,4.9,sonic gray pearl,black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,10,4.9,5.0,5.0,4.9,4.9,5.0,FL,Dealer
2206,2021,Passport Elite,Honda Certified,32649,4.8,modern steel metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,32945,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
2207,2019,Odyssey LX,Used,26538,4.8,modern steel metallic,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,38785,4.8,4.6,4.5,4.3,4.7,4.5,NY,Dealer
2208,2023,CR-V EX,New,34250,4.9,platinum white pearl,gray,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,64,5.0,5.0,5.0,4.0,4.0,5.0,NY,Dealer
2209,2017,CR-V EX-L,Used,22343,4.3,silver gray,crystal black,FWD,28–34,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,48759,4.8,4.8,4.7,4.7,4.8,4.8,FL,Dealer
2210,2023,Odyssey Touring,New,48736,4.4,modern steel metallic,gray,FWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,0,5.0,5.0,4.0,4.0,4.0,5.0,NC,Dealer
2211,2019,Insight Touring,Used,26998,4.7,white,black,FWD,45–51,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,45748,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer
2212,2023,Passport EX-L,New,42790,4.2,radiant red metallic ii,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,2,4.7,5.0,5.0,4.5,4.6,5.0,VA,Dealer
2213,2022,Pilot TrailSport,New,46500,4.9,platinum white pearl,nh-883p/black,AWD,19–25,Gasoline,9-speed automatic,V6 Cylinder Engine,2,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
