,Year,Model,Condition,Price,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
185,2022,115,1,17256,4.9,115,11,2,24,1,14,59,34666,4.7,4.6,4.2,4.1,4.5,4.7,9,0
186,2022,122,1,37475,4.9,86,30,1,17,1,6,59,254,4.8,4.8,4.1,4.5,4.7,4.8,23,0
187,2021,17,1,34019,4.8,39,6,2,21,1,1,50,9,5.0,5.0,5.0,5.0,5.0,5.0,8,0
188,2022,54,1,41454,4.7,74,13,1,56,1,12,18,1610,5.0,5.0,5.0,4.6,4.8,5.0,3,0
189,2023,23,1,37429,5.0,120,4,1,77,1,10,1,2,4.9,5.0,4.8,4.6,4.3,5.0,39,0
190,2022,92,1,48450,4.1,126,14,1,18,1,10,60,4,5.0,5.0,5.0,5.0,5.0,5.0,4,0
191,2023,137,1,53624,4.9,112,13,2,26,1,8,54,8,5.0,5.0,5.0,5.0,4.9,5.0,5,0
192,2023,34,1,36708,4.8,109,43,1,35,1,14,61,25,4.9,4.7,4.1,3.6,4.7,5.0,47,0
193,2023,131,1,41799,4.6,29,5,2,5,1,5,61,2731,5.0,4.3,4.5,3.7,4.7,5.0,2,0
194,2022,1,2,20498,5.0,73,21,2,74,1,15,39,3137,4.5,5.0,4.4,4.3,4.3,4.9,37,0
195,2022,104,1,33504,4.9,9,6,1,65,1,15,24,3289,4.8,4.9,4.5,4.7,4.7,4.9,9,0
196,2023,50,1,29752,4.8,59,4,1,45,1,14,46,3,5.0,5.0,5.0,5.0,5.0,5.0,2,0
197,2023,88,1,42627,4.9,102,16,1,37,1,2,58,17,4.9,4.9,4.7,4.6,5.0,4.9,19,0
198,2023,126,1,54748,5.0,93,0,1,26,2,2,55,0,5.0,4.9,5.0,4.4,5.0,5.0,26,0
199,2021,132,1,45402,4.7,107,4,1,5,1,8,39,4,5.0,5.0,5.0,4.9,4.9,5.0,34,0
200,2023,75,2,37546,4.7,44,15,1,32,1,15,49,858,4.9,5.0,4.9,5.0,5.0,4.9,19,0
201,2023,111,1,40852,4.7,59,15,1,41,1,1,28,339,4.8,4.6,4.6,4.5,4.8,4.9,37,0
202,2023,28,1,44376,5.0,24,16,2,86,1,15,8,8818,5.0,5.0,5.0,5.0,4.9,5.0,23,0
203,2023,0,1,28562,4.5,39,2,1,55,1,14,0,1,5.0,5.0,5.0,4.4,4.6,5.0,7,0
204,2023,82,2,40916,4.9,102,3,2,29,1,3,6,12047,4.9,5.0,4.6,4.7,4.9,5.0,34,0
205,2021,1,1,16943,4.7,64,16,2,53,1,10,44,132982,4.7,4.9,4.7,4.7,4.7,4.9,8,0
206,2022,8,1,30617,4.6,122,28,1,65,1,14,31,173,4.9,5.0,5.0,4.8,5.0,5.0,4,0
207,2022,10,0,21302,4.9,12,4,2,94,2,14,33,10570,4.7,4.7,4.3,4.2,4.5,4.9,8,0
208,2023,136,1,42968,5.0,64,5,2,9,1,7,61,24,4.7,4.9,4.4,4.1,4.4,4.9,23,0
209,2022,0,1,19393,4.5,35,13,2,47,1,12,14,13531,4.7,4.5,4.5,4.1,4.5,4.7,18,0
210,2022,97,2,34003,4.9,65,11,2,18,1,7,57,8,4.9,5.0,5.0,5.0,4.9,4.9,11,0
211,2023,36,1,44643,4.7,28,8,1,37,1,14,60,10,4.8,5.0,4.7,4.5,5.0,5.0,42,0
212,2023,7,1,39389,4.5,73,7,1,60,1,11,1,135,5.0,5.0,5.0,4.9,5.0,5.0,29,0
213,2020,127,1,42911,5.0,19,4,1,36,1,14,59,1018,5.0,5.0,5.0,5.0,5.0,5.0,13,0
214,2023,138,2,30323,4.9,104,2,1,34,1,10,52,2957,4.8,4.0,4.4,4.5,5.0,4.7,30,0
215,2023,138,1,44903,4.9,33,8,1,30,2,12,61,0,5.0,5.0,4.6,4.8,5.0,5.0,33,0
216,2020,130,2,26375,4.5,52,5,2,44,1,5,58,184572,4.4,4.9,4.9,4.7,4.1,4.7,23,0
217,2022,37,2,38627,5.0,94,6,1,35,1,6,15,34765,5.0,4.9,4.9,4.5,4.9,4.9,17,0
218,2021,1,2,16065,4.7,135,12,2,85,1,7,0,2956,4.5,4.8,4.8,4.5,4.4,4.8,8,0
219,2022,108,1,33307,4.7,121,0,1,38,2,12,55,2323,5.0,4.9,4.2,4.9,5.0,5.0,18,0
220,2023,100,1,44121,5.0,77,2,2,29,1,12,27,2,5.0,5.0,4.9,4.7,4.9,5.0,14,0
221,2023,0,1,29217,4.3,52,3,1,97,1,8,5,496,4.9,4.8,4.4,4.8,5.0,5.0,5,0
222,2023,8,1,39515,5.0,99,9,1,22,1,5,1,0,5.0,4.9,5.0,4.9,5.0,5.0,46,0
223,2023,15,1,38601,5.0,48,4,2,100,1,11,15,99,4.7,5.0,4.8,4.9,4.4,4.9,28,0
224,2020,11,2,23177,4.9,53,21,1,58,1,10,58,96467,4.8,4.7,4.1,4.3,4.2,4.8,0,0
225,2023,67,2,46732,4.8,95,21,2,26,1,14,59,621,5.0,4.6,4.5,4.0,4.9,4.9,8,0
226,2022,0,2,25888,5.0,19,10,1,103,1,15,1,3223,4.8,4.9,4.4,4.6,4.6,4.9,8,0
227,2023,17,1,39369,4.9,141,12,2,84,1,13,3,3434,5.0,4.7,4.2,3.9,4.4,4.9,6,0
228,2022,130,2,38375,4.8,117,2,1,26,1,11,46,44438,5.0,3.4,4.8,4.2,5.0,4.9,8,0
229,2023,66,1,37150,4.8,126,15,1,22,1,12,49,874,4.9,4.9,4.9,5.0,5.0,5.0,3,0
230,2023,1,2,27563,5.0,10,7,1,43,1,13,29,1238,4.8,4.5,4.9,4.1,4.7,4.9,9,0
231,2023,71,1,35164,5.0,133,11,2,37,1,15,50,24,4.8,5.0,4.0,4.8,4.9,5.0,37,0
232,2022,53,1,37476,4.6,140,6,1,34,2,12,60,398,5.0,4.6,4.4,4.4,4.9,4.9,13,0
233,2021,0,1,27269,4.7,32,21,1,95,1,8,5,694,5.0,5.0,5.0,5.0,5.0,5.0,14,0
234,2021,51,2,17876,4.8,69,11,2,10,1,7,53,19279,4.9,4.9,5.0,4.7,4.7,4.9,18,0
235,2023,5,1,24967,4.9,108,1,1,84,1,9,1,3,5.0,4.9,5.0,4.7,5.0,5.0,35,0
236,2023,6,1,26085,4.4,43,15,2,115,2,11,43,1992,4.8,4.2,3.9,4.8,5.0,4.9,49,0
237,2023,29,1,48138,4.9,22,7,2,51,1,12,51,1309,5.0,5.0,4.9,4.6,4.8,5.0,4,0
238,2020,72,2,27139,4.7,53,19,2,22,1,11,10,13139,5.0,4.6,4.5,4.8,4.8,4.9,19,0
239,2022,138,2,20943,4.9,130,19,2,48,1,12,54,4445,4.9,4.9,4.3,4.6,4.9,4.9,8,0
240,2019,7,0,14923,4.9,52,3,2,87,1,14,44,76033,4.6,4.9,5.0,4.4,4.4,4.8,42,0
241,2023,118,1,45947,4.7,86,6,1,34,1,8,54,42,5.0,4.9,4.2,4.1,4.9,5.0,42,0
242,2023,119,1,49540,5.0,36,26,1,9,1,12,42,0,4.9,4.7,4.1,4.7,5.0,5.0,44,0
243,2023,59,1,22481,4.7,42,6,2,28,1,12,31,17467,4.9,5.0,4.9,4.9,5.0,4.8,23,0
244,2023,136,1,45089,4.7,23,30,2,30,1,12,61,0,5.0,5.0,5.0,5.0,4.9,5.0,13,0
245,2019,69,1,39475,4.8,141,13,1,9,1,1,60,9520,5.0,5.0,5.0,5.0,5.0,4.9,34,0
246,2020,45,2,10797,4.7,38,9,1,28,2,10,59,83680,4.3,3.9,4.3,4.6,4.8,4.7,11,0
247,2023,38,2,32027,5.0,143,13,2,14,1,7,40,8263,5.0,4.8,4.9,3.7,4.8,5.0,3,0
248,2022,113,2,31449,4.1,2,9,2,14,1,1,60,74704,4.7,4.8,3.9,4.5,4.5,4.7,14,0
249,2017,112,0,21025,5.0,69,11,0,9,1,5,61,135872,4.1,4.7,3.8,4.0,3.9,4.5,37,0
250,2023,50,2,43582,4.8,119,0,2,41,2,9,61,1033,5.0,4.9,4.8,4.1,5.0,5.0,11,0
251,2023,137,2,45590,4.7,79,6,1,37,1,12,53,2538,4.9,4.9,4.8,4.9,5.0,5.0,13,0
252,2020,44,2,17871,5.0,19,12,1,50,1,13,43,21770,4.3,4.4,4.1,4.1,4.3,4.7,30,0
253,2022,83,1,36109,5.0,100,3,1,65,1,15,61,40461,5.0,5.0,4.9,5.0,4.9,4.8,16,0
254,2023,40,1,49247,4.8,137,5,1,32,2,12,59,6,5.0,5.0,5.0,4.8,5.0,5.0,21,0
255,2019,20,1,29572,5.0,62,4,1,26,1,4,60,87755,5.0,5.0,5.0,5.0,5.0,5.0,15,0
256,2018,105,0,17959,4.6,81,7,2,40,2,3,45,259029,4.5,4.8,3.9,4.7,4.8,4.8,33,0
257,2023,24,1,37602,4.9,36,1,1,50,1,14,57,17,5.0,4.8,3.9,4.1,5.0,5.0,4,0
258,2022,113,2,31762,5.0,132,9,1,43,1,12,23,143769,4.9,4.8,4.6,5.0,5.0,4.9,42,0
259,2022,32,2,29236,4.9,95,8,2,103,2,14,11,309,4.9,5.0,4.8,4.8,4.7,4.9,30,0
260,2023,41,1,36594,4.8,92,3,2,45,1,9,60,5,5.0,5.0,4.8,4.9,4.9,5.0,13,0
261,2023,138,2,57692,4.7,87,2,2,6,1,0,61,3014,5.0,4.9,4.4,4.6,4.9,4.9,44,0
262,2022,25,1,44468,4.9,125,11,2,69,1,4,60,4,5.0,5.0,5.0,4.9,4.9,5.0,26,0
263,2020,98,0,26820,4.8,63,9,1,61,1,11,59,47051,4.2,4.4,4.3,4.3,4.6,4.7,27,0
264,2023,110,1,40711,4.8,104,6,1,35,1,6,59,7,5.0,4.9,4.5,4.2,5.0,5.0,19,0
265,2023,22,1,39694,4.4,127,7,1,43,1,13,57,764,4.9,4.9,4.0,4.4,4.2,4.9,13,0
266,2021,7,1,38576,4.9,121,22,2,13,1,11,48,7195,5.0,5.0,5.0,4.8,4.5,4.9,46,0
267,2021,6,2,18590,4.9,46,16,3,45,1,13,16,1353,4.6,5.0,4.9,4.9,5.0,4.9,22,0
268,2023,39,1,25706,4.6,91,3,2,64,1,9,0,1196,5.0,4.8,4.9,4.6,5.0,4.8,3,0
269,2023,126,1,37469,4.5,124,13,2,6,1,9,61,25393,5.0,4.9,4.2,4.1,4.8,4.9,34,0
270,2023,14,2,34485,4.8,86,8,1,50,1,15,61,2384,5.0,5.0,5.0,5.0,4.9,5.0,30,0
271,2021,2,2,27828,5.0,14,12,2,79,1,13,61,7838,4.8,5.0,4.9,4.9,4.8,4.9,4,0
272,2023,34,1,31250,4.7,32,6,2,85,1,12,6,169,4.8,4.0,4.7,3.8,4.7,4.9,22,0
273,2022,43,1,22228,5.0,81,20,1,47,1,10,6,20373,4.9,4.9,5.0,4.5,4.6,4.8,26,0
274,2022,2,2,19696,4.9,14,8,2,87,2,8,6,23433,4.6,4.9,3.9,4.3,4.1,4.9,47,0
275,2021,138,2,28287,4.9,98,18,2,12,1,15,61,170909,4.5,4.1,4.1,3.9,4.4,4.8,4,0
276,2022,112,2,35278,4.5,117,0,1,28,1,10,19,3911,4.4,4.0,4.3,3.9,4.6,4.7,4,0
277,2022,93,2,39979,4.8,44,6,1,47,1,4,26,97628,4.9,4.8,4.5,4.8,5.0,4.9,13,0
278,2023,73,1,29658,4.6,85,10,2,90,1,13,46,9,4.9,4.9,4.3,4.3,4.7,4.9,36,0
279,2022,76,1,21030,4.5,104,3,2,54,1,15,17,1440,4.9,4.9,5.0,4.9,5.0,5.0,37,0
280,2022,34,2,34652,4.6,120,6,2,43,1,11,33,122,5.0,4.9,4.6,4.8,4.8,5.0,15,0
281,2022,138,1,43392,5.0,118,4,1,17,1,10,61,4399,5.0,5.0,4.7,4.9,5.0,5.0,26,0
282,2019,3,1,10977,4.5,66,5,2,32,1,6,5,5050,4.9,5.0,4.9,4.9,5.0,4.9,44,0
283,2020,136,1,46848,4.9,79,7,1,5,1,3,61,2184,5.0,5.0,4.8,5.0,4.9,4.9,15,0
284,2022,16,0,43885,5.0,29,34,2,45,2,13,36,5772,5.0,5.0,4.9,4.9,4.6,5.0,48,0
285,2022,138,2,45239,4.9,70,8,2,14,1,2,60,247,4.8,4.8,4.5,4.9,5.0,4.9,1,0
286,2023,111,1,42621,4.6,102,19,2,28,1,11,61,119618,4.9,4.6,4.5,4.1,4.5,4.7,33,0
287,2023,102,1,45911,5.0,113,10,1,43,1,13,57,26216,4.9,4.6,4.9,4.6,5.0,5.0,16,0
288,2023,138,1,37674,4.8,73,6,1,3,1,0,60,16684,5.0,4.5,4.5,4.3,4.8,4.9,13,0
289,2017,18,2,20458,4.9,40,19,2,28,1,5,19,211187,4.6,4.7,4.9,4.8,4.5,4.8,13,0
290,2023,1,2,40161,4.2,115,14,2,47,1,15,29,3,5.0,5.0,4.9,4.7,5.0,5.0,22,0
291,2023,48,1,43671,5.0,122,9,1,17,1,7,59,27,5.0,5.0,5.0,5.0,5.0,5.0,26,0
292,2022,1,1,27869,4.8,123,9,2,43,1,9,13,42276,5.0,4.9,4.9,4.9,5.0,5.0,4,0
293,2022,90,1,31235,4.2,10,12,1,35,1,14,61,0,4.8,4.9,4.7,4.4,5.0,5.0,37,0
294,2023,117,2,37313,4.9,48,7,1,79,1,12,36,23,5.0,4.9,4.2,4.1,4.8,4.9,34,0
295,2022,72,1,41366,4.8,19,3,1,58,1,14,25,8,5.0,5.0,5.0,5.0,5.0,5.0,14,0
296,2022,52,1,11717,4.0,4,11,2,38,1,4,40,18431,4.6,5.0,4.8,4.6,4.5,5.0,20,0
297,2021,4,2,34273,4.7,64,12,2,85,1,15,48,65507,5.0,4.9,4.9,4.5,4.6,5.0,46,0
298,2022,90,1,41754,4.8,96,12,1,40,1,11,33,2119,5.0,5.0,4.9,4.8,4.6,5.0,26,0
299,2023,96,2,49538,4.8,141,8,1,33,1,1,56,15,5.0,5.0,5.0,5.0,5.0,5.0,8,0
300,2020,1,2,3700,4.6,123,6,2,19,1,6,32,30053,4.7,4.6,4.9,4.6,4.8,4.9,14,0
301,2023,82,2,34558,5.0,38,5,2,28,1,6,35,1581,4.7,4.8,4.0,4.6,4.9,4.9,23,0
302,2023,7,1,34454,4.9,27,11,2,41,1,9,54,0,5.0,5.0,4.9,4.9,4.9,5.0,37,0
303,2022,138,2,30593,4.7,17,24,2,25,2,12,13,116837,4.9,4.8,4.2,4.7,4.7,4.9,30,0
304,2022,4,2,23260,5.0,33,1,1,32,1,15,50,158,5.0,5.0,4.8,4.5,4.8,4.9,35,0
305,2023,29,1,41543,4.9,75,4,2,44,1,13,60,180,5.0,4.9,4.9,4.5,4.9,4.9,6,0
306,2023,116,1,36331,4.9,99,1,2,46,1,9,42,192,4.9,5.0,4.5,4.3,4.8,5.0,36,0
307,2020,99,2,28115,4.8,96,15,2,16,1,8,57,3489,4.8,4.4,4.1,4.4,4.8,4.7,4,0
308,2023,14,1,54428,4.8,110,5,1,63,1,12,14,0,5.0,5.0,4.8,4.5,5.0,5.0,13,0
309,2022,138,2,36204,4.9,6,2,1,13,1,10,52,12490,5.0,5.0,5.0,5.0,5.0,5.0,28,0
310,2019,7,2,11103,4.8,7,12,2,74,1,15,52,153510,4.3,4.9,4.8,4.7,5.0,4.8,13,0
311,2023,11,1,40051,5.0,51,4,2,36,1,7,54,8,5.0,5.0,5.0,5.0,5.0,5.0,17,0
312,2022,71,1,22210,4.9,16,14,2,58,1,5,58,28509,5.0,4.6,4.6,4.6,4.9,5.0,13,0
313,2021,0,2,11940,4.6,109,13,2,115,1,15,53,537,4.5,4.8,4.5,4.0,3.9,4.8,3,0
314,2023,113,2,35550,5.0,132,7,2,25,1,4,60,9924,5.0,4.9,4.5,3.9,4.7,5.0,46,0
315,2022,34,2,20329,4.9,51,6,0,57,2,15,59,73598,4.5,4.1,4.0,4.0,4.4,4.7,8,0
316,2023,74,1,39499,4.8,60,11,1,41,1,14,9,19,5.0,5.0,4.9,4.7,4.7,5.0,29,0
317,2023,6,1,32529,4.7,116,3,2,89,1,14,28,0,4.9,4.9,4.1,4.6,4.9,5.0,8,0
318,2023,42,1,41207,5.0,97,8,2,62,1,10,52,13295,5.0,4.9,4.2,3.8,4.6,4.9,40,0
319,2018,137,0,33008,4.8,56,10,1,9,1,3,55,9335,4.9,4.9,4.8,4.9,5.0,5.0,34,0
320,2021,115,2,42877,4.4,141,5,1,20,1,1,52,1417,5.0,5.0,4.9,4.9,4.8,5.0,23,0
321,2021,138,1,45413,4.9,118,13,2,21,1,15,61,0,5.0,5.0,4.8,4.8,4.8,4.9,18,0
322,2019,48,2,29732,4.6,16,5,1,24,1,15,40,36361,4.7,4.5,4.1,4.7,4.4,4.7,14,0
323,2021,117,2,39672,4.9,21,31,2,15,1,1,36,2971,4.7,5.0,4.7,4.2,4.2,4.9,47,0
324,2019,137,0,20515,4.6,2,11,1,8,1,7,61,168080,4.6,4.7,4.0,4.5,4.3,4.8,33,0
325,2023,67,1,52024,4.3,41,32,1,66,1,9,6,1178,5.0,5.0,5.0,4.8,5.0,5.0,13,0
326,2023,32,1,33899,4.6,142,18,1,42,1,10,18,98874,4.9,4.2,4.8,4.1,4.9,4.8,25,0
327,2023,99,2,30085,4.0,57,13,1,51,1,15,48,24384,4.7,4.8,4.7,3.8,4.2,4.7,41,0
328,2022,126,1,36239,4.9,121,2,2,16,1,4,58,12012,5.0,5.0,5.0,5.0,5.0,5.0,34,0
329,2023,32,1,38726,5.0,109,3,1,78,1,15,46,99,5.0,4.9,5.0,5.0,5.0,5.0,43,0
330,2020,128,2,38804,4.4,42,8,2,12,2,1,58,54242,4.7,4.5,4.0,4.7,4.6,4.9,36,0
331,2021,0,2,16226,5.0,18,16,2,89,1,8,57,1137,4.6,5.0,4.9,5.0,4.9,4.9,42,0
332,2023,110,1,42805,4.5,72,6,1,72,2,10,54,49,5.0,5.0,4.8,4.7,4.7,5.0,4,0
333,2022,117,1,29997,4.4,106,16,2,39,1,14,60,2253,4.6,4.8,4.2,4.4,4.5,4.7,11,0
334,2021,130,0,25509,4.7,40,23,2,10,1,10,61,37137,4.2,3.9,4.7,4.5,4.8,4.6,33,0
335,2022,0,1,30189,4.1,76,2,1,99,1,11,3,3628,4.9,5.0,5.0,4.5,4.7,5.0,13,0
336,2021,109,2,30343,4.7,71,26,1,20,1,9,7,99672,5.0,4.9,5.0,5.0,5.0,4.9,34,0
337,2022,126,1,39045,4.5,5,5,2,6,1,2,59,899,4.9,4.9,4.9,4.8,4.7,4.9,13,0
338,2022,99,1,29043,5.0,39,9,2,59,1,10,57,1459,4.9,5.0,4.9,4.9,5.0,5.0,28,0
339,2023,25,1,30430,5.0,130,5,2,43,1,10,29,466,4.9,4.2,4.6,4.2,4.9,4.7,31,0
340,2020,15,0,2250,4.2,25,12,2,62,1,10,5,125998,4.2,4.8,4.8,4.9,4.6,4.8,6,0
341,2023,102,1,55973,4.9,143,12,1,36,1,11,57,0,5.0,5.0,5.0,4.8,5.0,5.0,42,0
342,2023,128,2,39812,4.6,51,4,1,23,1,12,33,2654,4.9,5.0,4.8,4.7,4.9,5.0,33,0
343,2023,137,2,47964,3.1,110,13,1,10,2,15,50,0,5.0,4.8,4.1,4.0,4.7,5.0,28,0
344,2022,126,1,42866,5.0,42,4,1,22,1,0,35,2974,4.7,5.0,4.8,4.9,4.4,4.8,2,0
345,2023,18,1,32403,5.0,71,9,2,29,2,10,27,3582,4.7,4.6,4.1,4.6,4.9,4.8,9,0
346,2022,124,2,45808,4.6,111,8,1,8,1,3,61,41558,5.0,5.0,4.8,4.5,4.8,4.9,35,0
347,2022,23,1,40018,5.0,63,7,1,49,1,12,15,63,5.0,5.0,5.0,5.0,5.0,5.0,37,0
348,2022,54,1,37212,4.9,118,14,1,17,1,12,60,0,4.9,5.0,4.8,4.7,4.9,4.9,26,0
349,2021,46,2,42375,4.8,102,9,1,46,1,11,10,4626,5.0,5.0,5.0,5.0,5.0,5.0,3,0
350,2023,92,1,40415,4.5,55,5,1,27,1,6,61,2,5.0,5.0,5.0,4.4,4.9,5.0,41,0
351,2023,45,1,45409,5.0,70,5,2,80,1,13,44,26,5.0,4.8,4.0,4.5,4.9,4.9,44,0
352,2021,1,1,29288,4.8,63,5,1,32,1,15,58,0,5.0,5.0,5.0,4.9,5.0,5.0,28,0
353,2023,124,1,13589,5.0,18,30,2,31,1,11,51,322,4.8,5.0,4.3,4.4,4.4,5.0,34,0
354,2023,138,1,45200,5.0,122,20,1,8,1,2,57,60,5.0,5.0,4.9,5.0,5.0,5.0,43,0
355,2022,1,1,38040,5.0,139,3,2,76,1,14,26,2777,5.0,5.0,5.0,5.0,4.9,5.0,20,0
356,2021,9,0,13527,3.6,10,32,2,19,1,6,58,65828,4.8,3.7,3.9,3.6,4.3,4.9,47,0
357,2021,0,1,30408,4.5,133,16,2,70,1,5,36,2,4.9,5.0,5.0,4.9,4.9,5.0,9,0
358,2023,88,1,56150,4.9,111,1,2,16,1,12,58,0,5.0,5.0,5.0,4.9,5.0,5.0,22,0
359,2020,82,0,34372,4.9,24,21,1,30,1,11,27,50565,4.5,3.0,4.3,4.1,4.5,4.5,5,0
360,2023,94,1,46208,4.9,20,10,1,28,1,11,61,5,5.0,5.0,5.0,4.8,4.7,5.0,11,0
361,2020,98,1,28761,5.0,101,16,2,18,1,1,60,74752,4.9,5.0,5.0,4.9,4.8,4.9,41,0
362,2021,56,2,14299,4.4,3,8,2,26,1,7,55,183547,4.7,4.4,3.9,4.4,4.5,4.7,15,0
363,2022,91,2,40291,4.7,54,15,2,101,2,15,36,225,4.7,4.9,4.8,5.0,5.0,4.9,4,0
364,2022,0,2,19426,4.9,50,9,2,99,1,15,9,673,4.8,5.0,4.7,4.2,4.0,4.8,46,0
365,2023,7,1,44824,5.0,128,2,1,103,1,14,9,0,5.0,5.0,4.7,4.9,5.0,5.0,1,0
366,2023,44,1,31984,5.0,48,5,1,84,1,15,46,68,4.9,4.9,4.6,4.2,4.7,4.9,34,0
367,2023,0,2,36827,4.9,35,19,1,82,1,15,31,501,4.9,4.8,4.9,4.9,5.0,5.0,13,0
368,2022,96,1,25211,5.0,43,7,2,38,1,15,41,36,4.8,5.0,4.6,5.0,4.9,4.9,2,0
369,2021,57,2,21385,4.8,142,11,2,39,1,2,58,227058,4.5,4.7,5.0,4.4,4.7,4.8,37,0
370,2022,70,1,32174,4.5,128,8,2,31,1,8,59,290,5.0,5.0,5.0,4.5,4.4,5.0,9,0
371,2023,127,1,42142,5.0,62,1,1,16,1,14,60,0,5.0,5.0,5.0,4.9,5.0,5.0,44,0
372,2023,7,2,28979,5.0,68,7,1,111,1,15,35,25522,4.7,3.5,4.0,3.8,4.2,4.7,33,0
373,2022,83,1,39650,5.0,23,7,2,24,1,10,52,0,5.0,5.0,4.6,4.9,4.9,5.0,28,0
374,2022,8,2,31519,5.0,18,9,2,52,1,14,22,4926,5.0,5.0,4.9,4.9,4.7,5.0,13,0
375,2021,111,1,38657,4.8,21,15,1,17,1,3,60,73882,5.0,5.0,5.0,4.9,4.8,5.0,26,0
376,2023,19,1,29806,4.4,27,24,1,26,1,14,40,276,4.9,4.9,4.5,4.2,4.5,4.9,13,0
377,2022,124,2,39939,4.5,114,9,1,36,1,3,47,174,4.9,4.9,4.7,4.8,5.0,4.9,33,0
378,2019,36,2,25912,4.1,7,23,2,49,1,14,4,32131,4.9,4.9,4.5,4.6,4.7,4.9,32,0
379,2023,132,1,43462,4.4,41,6,1,4,1,3,60,111,5.0,4.9,4.9,4.6,5.0,5.0,26,0
380,2022,125,2,35048,4.5,85,2,1,24,1,4,61,304,4.8,4.6,3.7,4.2,5.0,4.8,28,0
381,2022,137,1,47317,5.0,129,0,1,9,1,1,60,831,5.0,5.0,5.0,5.0,5.0,5.0,37,0
382,2020,118,0,27661,4.9,121,9,2,18,1,6,45,49421,4.3,4.4,3.9,4.0,3.9,4.6,22,0
383,2023,77,1,54469,5.0,34,0,1,51,2,14,31,0,5.0,4.8,5.0,4.0,5.0,5.0,35,0
384,2023,0,1,24494,4.4,48,17,2,92,1,14,4,3151,4.5,4.7,4.5,4.1,4.7,4.8,13,0
385,2021,44,0,23738,4.3,67,12,1,69,2,15,40,15949,4.9,4.2,3.6,3.8,4.6,4.8,42,0
386,2022,51,2,28596,4.6,117,11,2,33,1,11,1,3462,4.8,4.8,4.9,4.3,4.4,4.9,41,0
387,2023,49,2,27811,4.7,117,11,2,38,1,13,24,981,4.5,3.6,3.7,3.5,4.4,4.8,17,0
388,2023,129,1,45285,5.0,14,10,1,49,2,15,61,3,5.0,4.8,4.5,4.7,5.0,5.0,46,0
389,2022,33,1,24805,4.2,57,3,2,115,1,11,2,30611,4.7,4.8,4.2,4.0,4.2,4.9,42,0
390,2023,136,1,56856,4.3,13,4,2,21,1,2,58,93,5.0,5.0,4.9,4.8,5.0,5.0,42,0
391,2020,4,2,16850,4.9,126,5,2,68,1,11,28,182088,4.6,4.3,4.8,4.8,5.0,4.8,8,0
392,2022,3,2,29504,4.1,70,11,2,27,1,13,46,1417,4.8,4.7,4.9,4.7,5.0,4.9,33,0
393,2023,130,1,32467,4.4,5,0,2,44,1,13,22,743,4.7,4.9,4.3,4.0,4.0,5.0,18,0
394,2020,70,1,25716,4.9,60,8,1,22,1,7,40,8,4.8,4.7,4.9,4.8,5.0,4.8,22,0
395,2023,94,1,37821,5.0,113,5,2,41,1,8,58,0,5.0,5.0,4.8,4.9,5.0,5.0,33,0
396,2021,12,2,26491,4.0,114,3,2,86,1,15,21,63043,4.9,5.0,4.7,4.8,5.0,5.0,8,0
397,2020,54,2,21231,4.0,15,18,1,13,1,9,57,61839,4.5,3.0,3.7,4.6,4.9,4.7,8,0
398,2023,104,2,35670,4.7,94,4,1,31,1,15,43,510,4.9,5.0,4.2,4.3,4.4,4.9,22,0
399,2020,11,2,21899,4.9,117,24,1,79,1,10,22,207964,4.6,4.6,4.2,4.4,4.9,4.9,4,0
400,2021,84,1,26040,5.0,2,16,2,13,1,4,17,115862,4.9,4.8,4.6,4.0,4.7,5.0,41,0
401,2020,129,1,39714,3.8,88,20,2,22,2,15,61,0,5.0,4.9,5.0,5.0,5.0,5.0,41,0
402,2023,73,1,31265,5.0,66,2,2,75,1,14,57,13565,5.0,4.8,4.8,4.0,4.9,4.9,19,0
403,2022,114,2,21816,4.5,113,14,1,20,1,5,16,17112,4.3,4.5,4.5,4.4,4.5,4.9,8,0
404,2022,114,1,27065,4.8,104,4,2,40,1,14,55,1352,5.0,5.0,5.0,4.8,5.0,5.0,26,0
405,2021,3,2,20457,4.7,20,9,1,85,1,13,16,4212,4.8,4.6,4.8,4.8,4.9,4.9,28,0
406,2022,63,1,27428,4.7,33,13,2,30,1,2,27,3680,4.9,4.8,4.4,4.4,4.6,4.9,18,0
407,2022,137,0,30364,4.5,22,6,1,9,1,9,46,76753,4.5,4.4,3.7,4.3,4.2,4.7,4,0
408,2022,1,2,29979,5.0,10,22,2,67,1,11,14,14603,4.7,4.5,4.8,3.8,4.4,4.8,8,0
409,2023,37,1,46492,4.7,8,6,1,39,1,15,55,0,5.0,5.0,4.8,3.7,4.2,5.0,8,0
410,2023,138,2,55443,4.9,97,5,1,21,1,1,46,0,5.0,5.0,4.4,4.2,4.9,5.0,42,0
411,2022,127,1,44925,4.2,144,3,1,24,1,11,61,6,4.8,5.0,4.4,4.9,5.0,4.9,4,0
412,2022,12,1,24280,5.0,89,0,2,89,1,10,55,12031,4.8,5.0,4.8,4.8,4.9,4.9,41,0
